ECOS Listed Species ID	Common Name	Scientific Name	ESA Listing Status	Is Foreign?	Taxonomic Family_1
201	Sonoran tiger salamander	Ambystoma mavortium stebbinsi	Endangered	FALSE	Ambystomatidae
5097	Southern torrent salamander	Rhyacotriton variegatus	Resolved Taxon	FALSE	Ambystomatidae
10387	Spotted Salamander	Ambystoma maculatum	Status Undefined	FALSE	Ambystomatidae
10742	Streamside salamander	Ambystoma barbouri	Under Review	FALSE	Ambystomatidae
9573	No common name	Ameletus edmundsi	Resolved Taxon	FALSE	Ameletidae
2912	Yates' tight coin	Ammonitella yatesii	Species of Concern	FALSE	Ammonitellidae
4319	Baker's worm lizard	Amphisbaena bakeri	Resolved Taxon	FALSE	Amphisbaenidae
9218	One-toed Amphiuma	Amphiuma pholeter	Status Undefined	FALSE	Amphiumidae
6098	Kearney's sumac	Rhus kearneyi	Resolved Taxon	FALSE	Anacardiaceae
992	Michaux's sumac	Rhus michauxii	Endangered	FALSE	Anacardiaceae
3546	[Unnamed] sumac	Rhus trilobata arenaria	Species of Concern	FALSE	Anacardiaceae
1640	Aleutian Canada goose	Branta canadensis leucopareia	Recovery	FALSE	Anatidae
11264	Black Scoter	Melanitta nigra	Species of Concern	FALSE	Anatidae
4503	Brazillian merganser	Mergus octosetaceus	Endangered	TRUE	Anatidae
4104	Campbell Island flightless teal	Anas aucklandica nesiotis	Endangered	TRUE	Anatidae
10504	Canada goose	Branta canadensis	Status Undefined	FALSE	Anatidae
11305	Common Eider	Somateria mollissima	Species of Concern	FALSE	Anatidae
5429	Fulvous whistling duck	Dendrocygna bicolor	Species of Concern	FALSE	Anatidae
10536	Green-winged teal	Anas crecca	Status Undefined	FALSE	Anatidae
2368	Harlequin duck	Histrionicus histrionicus	Resolved Taxon	FALSE	Anatidae
73	Hawaiian goose	Branta (=Nesochen) sandvicensis	Threatened	FALSE	Anatidae
69	Hawaiian (=koloa) Duck	Anas wyvilliana	Endangered	FALSE	Anatidae
70	Laysan duck	Anas laysanensis	Endangered	FALSE	Anatidae
9934	Lesser scaup	Aythya affinis	Species of Concern	FALSE	Anatidae
5992	Lesser white-cheeked pintail	Anas bahamensis bahamensis	Species of Concern	FALSE	Anatidae
3058	Long-tailed duck	Clangula hyemalis	Resolved Taxon	FALSE	Anatidae
2096	Madagascar pochard	Aythya innotata	Endangered	TRUE	Anatidae
10537	Mallard	Anas platyrhynchos	Status Undefined	FALSE	Anatidae
8388	Mariana mallard	Anas oustaleti	Extinction	FALSE	Anatidae
10631	Masked Duck	Nomonyx dominicus	Species of Concern	FALSE	Anatidae
2284	Mexican duck	Anas diazi	Original Data in Error - Taxonomic Revision	FALSE	Anatidae
11638	No common name	Anser serrirostris	Species of Concern	FALSE	Anatidae
11632	No common name	Melanitta stejneger	Species of Concern	FALSE	Anatidae
11596	No common name	Sibirionetta formosa	Species of Concern	FALSE	Anatidae
11608	No common name	Spatula querquedula	Species of Concern	FALSE	Anatidae
11494	Pacific Black Duck	Anas superciliosa	Species of Concern	FALSE	Anatidae
11430	Pacific Black Duck	Anas superciliosa pelewensis	Species of Concern	FALSE	Anatidae
8055	Pink-headed duck	Rhodonessa caryophyllacea	Endangered	TRUE	Anatidae
11506	Red-breasted Merganser	Mergus serrator	Species of Concern	FALSE	Anatidae
7543	Ruddy Duck	Oxyura jamaicensis jamaicensis	Species of Concern	FALSE	Anatidae
146	Spectacled eider	Somateria fischeri	Threatened	FALSE	Anatidae
147	Steller's Eider	Polysticta stelleri	Threatened	FALSE	Anatidae
11310	Surf Scoter	Melanitta perspicillata	Species of Concern	FALSE	Anatidae
6033	Trumpeter swan	Cygnus buccinator	Resolved Taxon	FALSE	Anatidae
5421	Trumpeter swan	Cygnus buccinator	Resolved Taxon	FALSE	Anatidae
2789	Trumpeter swan	Cygnus buccinator	Species of Concern	FALSE	Anatidae
1865	Tule white-fronted goose	Anser albifrons elgasi	Resolved Taxon	FALSE	Anatidae
7089	West Indian whistling duck	Dendrocygna arborea	Species of Concern	FALSE	Anatidae
6539	White-cheeked pintail	Anas bahamensis	Status Undefined	FALSE	Anatidae
11309	White-winged Scoter	Melanitta fusca	Species of Concern	FALSE	Anatidae
2056	White-winged wood duck	Cairina scutulata	Endangered	TRUE	Anatidae
10208	wood duck	Aix sponsa	Status Undefined	FALSE	Anatidae
7954	Domed ancylid	Rhodacme elatior	Under Review	FALSE	Ancylidae
6429	Hood ancylid	Ferrissia mcneili	Species of Concern	FALSE	Ancylidae
4035	Wicker ancylid	Rhodacme filosa	Species of Concern	FALSE	Ancylidae
8584	Andrenid bee	Perdita glamis	Resolved Taxon	FALSE	Andrenidae
8583	Andrenid Bee	Perdita algondones	Resolved Taxon	FALSE	Andrenidae
7137	Antioch andrenid bee	Perdita scitula antiochensis	Species of Concern	FALSE	Andrenidae
11562	Mojave poppy bee	Perdita meconis	Under Review	FALSE	Andrenidae
1354	Yellow-banded andrenid bee	Perdita hirticeps luteocincta	Species of Concern	FALSE	Andrenidae
7174	Island glass lizard	Ophisaurus compressus	Species of Concern	FALSE	Anguidae
7879	Mimic glass lizard	Ophisaurus mimicus	Species of Concern	FALSE	Anguidae
2249	Panamint alligator lizard	Elgaria panamintina	Resolved Taxon	FALSE	Anguidae
8541	American eel	Anguilla rostrata	Resolved Taxon	FALSE	Anguillidae
11661	Temblor legless lizard	Anniella alexanderae	Under Review	FALSE	Aniellidae
4945	Black legless lizard	Anniella pulchra nigra	Resolved Taxon	FALSE	Anniellidae
4339	Silvery legless lizard	Anniella pulchra pulchra	Species of Concern	FALSE	Anniellidae
922	Beautiful pawpaw	Deeringothamnus pulchellus	Endangered	FALSE	Annonaceae
637	Four-petal pawpaw	Asimina tetramera	Endangered	FALSE	Annonaceae
923	Rugel's pawpaw	Deeringothamnus rugelii	Endangered	FALSE	Annonaceae
5046	Piko anobiid beetle	Holcobius pikoensis	Species of Concern	FALSE	Anobiidae
3008	Antioch Dunes anthicid	Anthicus antiochensis	Species of Concern	FALSE	Anthicidae
9571	Great Sand Dunes Anthicid Beetle	Amblyderus werneri	Resolved Taxon	FALSE	Anthicidae
6878	Sacramento anthicid	Anthicus sacramento	Species of Concern	FALSE	Anthicidae
11395	A Hornwort	Aspiromitus appalachianus	Species of Concern	FALSE	Anthocerotaceae
6929	Riverside cuckoo bee	Holcopasites ruthae	Resolved Taxon	FALSE	Anthophoridae
3962	Peninsular pronghorn	Antilocapra americana peninsularis	Endangered	TRUE	Antilocapridae
10141	Sonoran pronghorn	Antilocapra americana sonoriensis	"Experimental Population, Non-Essential"	FALSE	Antilocapridae
9	Sonoran pronghorn	Antilocapra americana sonoriensis	Endangered	FALSE	Antilocapridae
11317	Caddisfly	Apatania arizona	Resolved Taxon	FALSE	Apataniidae
9569	No common name	Allomyia hector	Resolved Taxon	FALSE	Apataniidae
6731	Adobe desert-parsley	Lomatium concinnum	Species of Concern	FALSE	Apiaceae
3572	Adobe sanicle	Sanicula maritima	Species of Concern	FALSE	Apiaceae
7491	Adobe yampah	Perideridia pringlei	Resolved Taxon	FALSE	Apiaceae
11513	Arizona eryngo	Eryngium sparganophyllum	Proposed Endangered	FALSE	Apiaceae
5589	Big Pine lomatium	Lomatium rigidum	Resolved Taxon	FALSE	Apiaceae
3189	Bolander water-hemlock	Cicuta bolanderi	Resolved Taxon	FALSE	Apiaceae
1225	Bradshaw''s lomatium	Lomatium bradshawii	Recovery	FALSE	Apiaceae
7358	Call's angelica	Angelica callii	Resolved Taxon	FALSE	Apiaceae
976	Canby's dropwort	Oxypolis canbyi	Endangered	FALSE	Apiaceae
10891	Carolina bishopweed	Ptilimnium ahlesii	Status Undefined	FALSE	Apiaceae
7927	Cedar Breaks biscuitroot	Cymopterus minimus	Resolved Taxon	FALSE	Apiaceae
7839	Congdon's lomatium	Lomatium congdonii	Species of Concern	FALSE	Apiaceae
1263	Cook's lomatium	Lomatium cookii	Endangered	FALSE	Apiaceae
7825	Coulter biscuitroot	Cymopterus coulteri	Resolved Taxon	FALSE	Apiaceae
8310	Day Valley desert-parsley	Lomatium minus	Resolved Taxon	FALSE	Apiaceae
7673	Delta coyote-thistle	Eryngium racemosum	Species of Concern	FALSE	Apiaceae
2434	Desert cymopterus	Cymopterus deserticola	Resolved Taxon	FALSE	Apiaceae
7055	Duchesne biscuitroot	Cymopterus duchesnensis	Resolved Taxon	FALSE	Apiaceae
4232	Florida water-parsnip	Sium suave	Species of Concern	FALSE	Apiaceae
9341	Footsteps of spring	Sanicula arctopoides	Species of Concern	FALSE	Apiaceae
3386	Gairdner's yampah	Perideridia gairdneri gairdneri	Species of Concern	FALSE	Apiaceae
6368	Giant water-dropwort	Oxypolis greenmanii	Resolved Taxon	FALSE	Apiaceae
3333	Glaucous tauschia	Tauschia glauca	Resolved Taxon	FALSE	Apiaceae
3216	Greenman's desert-parsley	Lomatium greenmanii	Species of Concern	FALSE	Apiaceae
991	Harperella	Ptilimnium nodosum	Endangered	FALSE	Apiaceae
3558	"Hemlock, Mexican parsley"	Conioselinum mexicanum	Species of Concern	FALSE	Apiaceae
7147	Higgins biscuitroot	Cymopterus acaulis higginsii	Species of Concern	FALSE	Apiaceae
3743	Hoffman's sanicle	Sanicula hoffmannii	Resolved Taxon	FALSE	Apiaceae
6914	Hoover's button-celery	Eryngium aristulatum hooveri	Species of Concern	FALSE	Apiaceae
7194	Hoover's desert-parsley	Lomatium tuberosum	Species of Concern	FALSE	Apiaceae
5903	Hoover's tauschia	Tauschia hooveri	Species of Concern	FALSE	Apiaceae
7066	Howell's lomatium	Lomatium howellii	Resolved Taxon	FALSE	Apiaceae
7173	Howell's tauschia	Tauschia howellii	Species of Concern	FALSE	Apiaceae
1030	Huachuca water-umbel	Lilaeopsis schaffneriana var. recurva	Endangered	FALSE	Apiaceae
3473	Inyo lomatium	Lomatium foeniculaceum inyoense	Resolved Taxon	FALSE	Apiaceae
2850	Lassen desert-parsley	Lomatium ravenii	Resolved Taxon	FALSE	Apiaceae
4557	Livermore sweet-cicely	Osmorhiza mexicana bipatriata	Species of Concern	FALSE	Apiaceae
931	Loch Lomond coyote thistle	Eryngium constancei	Endangered	FALSE	Apiaceae
795	Makou	Peucedanum sandwicense	Threatened	FALSE	Apiaceae
4425	Mason's lilaeopsis	Lilaeopsis masonii	Species of Concern	FALSE	Apiaceae
6633	Mathias' coyote-thistle	Eryngium mathiasiae	Resolved Taxon	FALSE	Apiaceae
1476	Mother Lode yampah	Perideridia bacigalupii	Resolved Taxon	FALSE	Apiaceae
6003	Mountain pimpernel	Taenidia montana	Resolved Taxon	FALSE	Apiaceae
10090	mountain thaspium	Thaspium pinnatifidum	Species of Concern	FALSE	Apiaceae
6689	Narrow-seeded yampah	Perideridia leptocarpa	Resolved Taxon	FALSE	Apiaceae
3210	No common name	Aletes filifolius	Resolved Taxon	FALSE	Apiaceae
7897	No common name	Aletes humilis	Species of Concern	FALSE	Apiaceae
8320	No common name	Angelica scabrida	Species of Concern	FALSE	Apiaceae
3565	No common name	Angelica wheeleri	Resolved Taxon	FALSE	Apiaceae
2150	No common name	Cymopterus basalticus	Resolved Taxon	FALSE	Apiaceae
4979	No common name	Cymopterus corrugatus	Resolved Taxon	FALSE	Apiaceae
4726	No common name	Cymopterus davisii	Species of Concern	FALSE	Apiaceae
7271	No common name	Cymopterus douglassii	Species of Concern	FALSE	Apiaceae
1484	No common name	Cymopterus everetii	Resolved Taxon	FALSE	Apiaceae
2610	No common name	Cymopterus goodrichii	Species of Concern	FALSE	Apiaceae
7751	No common name	Cymopterus ibapensis	Resolved Taxon	FALSE	Apiaceae
2625	No common name	Cymopterus megacephalus	Species of Concern	FALSE	Apiaceae
4708	No common name	Cymopterus newberryi	Resolved Taxon	FALSE	Apiaceae
7783	No common name	Cymopterus nivalis	Resolved Taxon	FALSE	Apiaceae
3519	No common name	Cymopterus ripleyi saniculoides	Species of Concern	FALSE	Apiaceae
6601	No common name	Cymopterus rosei	Resolved Taxon	FALSE	Apiaceae
2889	No common name	Eurytaenia hinckleyi	Resolved Taxon	FALSE	Apiaceae
4631	No common name	Ligusticum porteri brevilobum	Resolved Taxon	FALSE	Apiaceae
1712	No common name	Lilaeopsis carolinensis	Resolved Taxon	FALSE	Apiaceae
6278	No common name	Lomatium attenuatum	Resolved Taxon	FALSE	Apiaceae
8012	No common name	Lomatium cuspidatum	Resolved Taxon	FALSE	Apiaceae
6745	No common name	Lomatium hallii	Resolved Taxon	FALSE	Apiaceae
7135	No common name	Lomatium hendersonii	Resolved Taxon	FALSE	Apiaceae
1964	No common name	Lomatium laevigatum	Resolved Taxon	FALSE	Apiaceae
2082	No common name	Lomatium minimum	Resolved Taxon	FALSE	Apiaceae
6465	No common name	Lomatium oreganum	Resolved Taxon	FALSE	Apiaceae
3788	No common name	Lomatium quintuplex	Resolved Taxon	FALSE	Apiaceae
2919	No common name	Lomatium rollinsii	Resolved Taxon	FALSE	Apiaceae
6424	No common name	Lomatium serpentinum	Resolved Taxon	FALSE	Apiaceae
7640	No common name	Lomatium thompsonii	Resolved Taxon	FALSE	Apiaceae
6817	No common name	Musineon lineare	Resolved Taxon	FALSE	Apiaceae
2571	No common name	Neoparrya lithophila	Resolved Taxon	FALSE	Apiaceae
8372	No common name	Oreoxis trotteri	Resolved Taxon	FALSE	Apiaceae
4375	No common name	Oxypolis ternata	Species of Concern	FALSE	Apiaceae
7668	No common name	Podistera yukonensis	Species of Concern	FALSE	Apiaceae
4608	No common name	Sanicula kauaiensis	Species of Concern	FALSE	Apiaceae
1146	No common name	Sanicula mariversa	Endangered	FALSE	Apiaceae
601	No common name	Sanicula purpurea	Endangered	FALSE	Apiaceae
3784	No common name	Sanicula sandwicensis	Endangered	FALSE	Apiaceae
7299	No common name	Shoshonea pulvinata	Species of Concern	FALSE	Apiaceae
1154	No common name	Spermolepis hawaiiensis	Endangered	FALSE	Apiaceae
6814	No common name	Tauschia stricklandii	Resolved Taxon	FALSE	Apiaceae
5514	No common name	Tauschia tenuissima	Resolved Taxon	FALSE	Apiaceae
3294	No common name	Zizia trifoliata	Species of Concern	FALSE	Apiaceae
6456	Owens Peak lomatium	Lomatium shevockii	Species of Concern	FALSE	Apiaceae
8074	Peck's lomatium	Lomatium peckianum	Resolved Taxon	FALSE	Apiaceae
7038	Peck's sanicle	Sanicula peckiana	Resolved Taxon	FALSE	Apiaceae
8428	Pendleton button-clery	Eryngium pendletonensis	Status Undefined	FALSE	Apiaceae
9665	Pikes Peak Spring parsley	Oreoxis humilis	Resolved Taxon	FALSE	Apiaceae
6655	Pinnate spring-parsley	Cymopterus beckii	Resolved Taxon	FALSE	Apiaceae
7859	Purple mountain parsley	Oreonana purpurascens	Resolved Taxon	FALSE	Apiaceae
2372	Red-fruited desert-parsley	Lomatium erythrocarpum	Species of Concern	FALSE	Apiaceae
6784	Red-root yampah	Perideridia erythrorhiza	Species of Concern	FALSE	Apiaceae
6548	Rock sanicle	Sanicula saxatilis	Species of Concern	FALSE	Apiaceae
711	San Diego button-celery	Eryngium aristulatum var. parishii	Endangered	FALSE	Apiaceae
5398	San Nicolas Island lomatium	Lomatium insulare	Species of Concern	FALSE	Apiaceae
8327	Slickrock desert-parsley	Lomatium latilobum	Resolved Taxon	FALSE	Apiaceae
932	Snakeroot	Eryngium cuneifolium	Endangered	FALSE	Apiaceae
6512	Spinysepaled eryngo	Eryngium spinosepalum	Species of Concern	FALSE	Apiaceae
8291	Stebbins' lomatium	Lomatium stebbinsii	Species of Concern	FALSE	Apiaceae
4320	Suksdorf's desert-parsley	Lomatium suksdorfii	Species of Concern	FALSE	Apiaceae
4135	Tracy's sanicle	Sanicula tracyi	Species of Concern	FALSE	Apiaceae
1294	Tuolumne coyote-thistle	Eryngium pinnatisectum	Species of Concern	FALSE	Apiaceae
7570	[Unnamed] coyote-thistle	Eryngium petiolatum	Resolved Taxon	FALSE	Apiaceae
7950	[Unnamed] desert-parsley	Lomatium graveolens clarkii	Species of Concern	FALSE	Apiaceae
11667	American bumble bee	Bombus pensylvanicus	Under Review	FALSE	Apidae
5066	Franklin''s bumble bee	Bombus franklini	Endangered	FALSE	Apidae
10383	Rusty patched bumble bee	Bombus affinis	Endangered	FALSE	Apidae
11651	Suckley''s Bumble Bee	Bombus suckleyi	Under Review	FALSE	Apidae
11671	Variable Cuckoo Bumble Bee	Bombus variabilis	Under Review	FALSE	Apidae
11254	Western Bumble bee	Bombus occidentalis	Under Review	FALSE	Apidae
11255	Yellow banded bumble bee	Bombus terricola	Resolved Taxon	FALSE	Apidae
2012	El Segundo flower-loving fly	Rhaphiomidas terminatus terminatus	Resolved Taxon	FALSE	Apioceridae
7845	San Joaquin Valley giant flower-loving fly	Rhaphiomidas trochilus	Under Review	FALSE	Apioceridae
1684	Mountain beaver	Aplodontia rufa californica	Species of Concern	FALSE	Aplodontidae
49	Point Arena mountain beaver	Aplodontia rufa nigra	Endangered	FALSE	Aplodontidae
6508	Point Reyes mountain beaver	Aplodontia rufa phaea	Species of Concern	FALSE	Aplodontidae
2938	Hao	Rauvolfia sandwicensis sandwicensis	Resolved Taxon	FALSE	Apocynaceae
7067	Holei	Ochrosia haleakalae	Endangered	FALSE	Apocynaceae
1060	Holei	Ochrosia kilaueaensis	Endangered	FALSE	Apocynaceae
689	Jones Cycladenia	Cycladenia humilis var. jonesii	Threatened	FALSE	Apocynaceae
2093	Jones' dogbane	Apocynum X floribundum	Resolved Taxon	FALSE	Apocynaceae
810	Kaulu	Pteralyxia kauaiensis	Endangered	FALSE	Apocynaceae
5599	Kaulu	Pteralyxia laurifolia	Resolved Taxon	FALSE	Apocynaceae
2265	Kaulu	Pteralyxia macrocarpa	Endangered	FALSE	Apocynaceae
878	Kearney's blue-star	Amsonia kearneyana	Endangered	FALSE	Apocynaceae
5102	Louisiana blue-star	Amsonia ludoviciana	Resolved Taxon	FALSE	Apocynaceae
6915	No common name	Amsonia fugatei	Species of Concern	FALSE	Apocynaceae
8182	No common name	Amsonia tabernaemontana gattingeri	Species of Concern	FALSE	Apocynaceae
2642	No common name	Ochrosia compta	Resolved Taxon	FALSE	Apocynaceae
3501	No common name	Rauvolfia helleri	Resolved Taxon	FALSE	Apocynaceae
3859	No common name	Rauvolfia mauiensis	Resolved Taxon	FALSE	Apocynaceae
5082	No common name	Rauvolfia molokaiensis parvifolia	Resolved Taxon	FALSE	Apocynaceae
4452	No common name	Rauvolfia sandwicensis subacuminata	Resolved Taxon	FALSE	Apocynaceae
1266	No common name	Tabernaemontana rotensis	Threatened	FALSE	Apocynaceae
6949	Smooth blue-star	Amsonia glaberrima	Resolved Taxon	FALSE	Apocynaceae
3950	Tharp blue-star	Amsonia tharpii	Under Review	FALSE	Apocynaceae
5595	[Unnamed] blue-star	Amsonia grandiflora	Species of Concern	FALSE	Apocynaceae
1915	[Unnamed] blue-star	Amsonia palmeri	Resolved Taxon	FALSE	Apocynaceae
2279	[Unnamed] blue-star	Amsonia peeblesii	Resolved Taxon	FALSE	Apocynaceae
5543	[Unnamed] blue-star	Amsonia repens	Resolved Taxon	FALSE	Apocynaceae
6063	Wahaula heiau	Rauvolfia remotiflora	Resolved Taxon	FALSE	Apocynaceae
9526	Black Swift	Cypseloides niger	Species of Concern	FALSE	Apodidae
10398	Chimney Swift	Chaetura pelagica	Species of Concern	FALSE	Apodidae
148	Mariana gray swiftlet	Aerodramus vanikorensis bartschi	Endangered	FALSE	Apodidae
10698	Vaux's swift	Chaetura vauxi	Species of Concern	FALSE	Apodidae
11377	Banggai cardinalfish	Pterapogon kauderni	Threatened	FALSE	Apogonidae
948	Cook's holly	Ilex cookii	Endangered	FALSE	Aquifoliaceae
6637	Long-stalked holly	Ilex collina	Resolved Taxon	FALSE	Aquifoliaceae
5681	No common name	Ilex opaca arenicola	Resolved Taxon	FALSE	Aquifoliaceae
1162	No common name	Ilex sintenisii	Endangered	FALSE	Aquifoliaceae
1478	[Unnamed] holly	Ilex amelanchier	Resolved Taxon	FALSE	Aquifoliaceae
5461	No common name	Dracontium polyphyllum	Species of Concern	FALSE	Araceae
6933	American ginseng	Panax quinquefolius	Resolved Taxon	FALSE	Araliaceae
4832	No common name	Cheirodendron helleri helleri	Resolved Taxon	FALSE	Araliaceae
